,speed,speed,speed,speed,occupancy,occupancy,occupancy,occupancy,S_vol,S_vol,S_vol,S_vol,S_speed,S_speed,S_speed,S_speed,L_vol,L_vol,L_vol,L_vol,L_speed,L_speed,L_speed,L_speed,T_vol,T_vol,T_vol,T_vol,T_speed,T_speed,T_speed,T_speed
lanes,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:49,96.0,95.0,92.0,74.0,15.0,12.0,12.0,14.0,17.0,16.0,11.0,15.0,96.0,94.0,91.0,73.0,1.0,0.0,1.0,0.0,93.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:50,80.0,77.0,71.0,61.0,28.0,29.0,29.0,29.0,31.0,30.0,25.0,23.0,79.0,76.0,71.0,60.0,0.0,0.0,2.0,2.0,0.0,0.0,64.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:51,77.0,65.0,58.0,50.0,27.0,42.0,33.0,41.0,26.0,28.0,23.0,30.0,77.0,64.0,57.0,49.0,2.0,1.0,2.0,0.0,73.0,71.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:52,89.0,83.0,81.0,78.0,20.0,23.0,16.0,9.0,24.0,22.0,15.0,9.0,88.0,83.0,80.0,76.0,0.0,3.0,1.0,1.0,0.0,80.0,81.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:53,95.0,80.0,86.0,79.0,16.0,18.0,16.0,20.0,21.0,20.0,16.0,21.0,94.0,79.0,83.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:54,91.0,81.0,75.0,67.0,18.0,20.0,19.0,18.0,22.0,22.0,19.0,18.0,90.0,80.0,74.0,66.0,0.0,1.0,1.0,0.0,0.0,84.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:55,91.0,80.0,83.0,71.0,20.0,22.0,16.0,22.0,25.0,24.0,18.0,22.0,90.0,79.0,82.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:56,80.0,81.0,80.0,77.0,26.0,20.0,20.0,9.0,28.0,21.0,13.0,7.0,79.0,80.0,77.0,76.0,0.0,1.0,6.0,2.0,0.0,80.0,84.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:57,86.0,82.0,73.0,69.0,22.0,18.0,26.0,30.0,27.0,20.0,20.0,27.0,85.0,82.0,73.0,68.0,0.0,2.0,3.0,1.0,0.0,81.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:58,89.0,83.0,81.0,69.0,18.0,21.0,13.0,20.0,21.0,25.0,14.0,20.0,88.0,82.0,80.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:59,96.0,89.0,84.0,79.0,13.0,21.0,17.0,11.0,16.0,19.0,12.0,13.0,95.0,88.0,74.0,78.0,0.0,1.0,2.0,0.0,0.0,90.0,83.0,0.0,0.0,1.0,2.0,0.0,0.0,87.0,140.0,0.0
20:00,87.0,82.0,74.0,75.0,24.0,25.0,30.0,23.0,28.0,26.0,19.0,21.0,86.0,81.0,71.0,74.0,0.0,1.0,6.0,1.0,0.0,81.0,72.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,124.0,0.0
