,speed,speed,speed,speed,occupancy,occupancy,occupancy,occupancy,S_vol,S_vol,S_vol,S_vol,S_speed,S_speed,S_speed,S_speed,L_vol,L_vol,L_vol,L_vol,L_speed,L_speed,L_speed,L_speed,T_vol,T_vol,T_vol,T_vol,T_speed,T_speed,T_speed,T_speed
16:12,92.0,85.0,87.0,79.0,9.0,9.0,8.0,9.0,27.0,21.0,15.0,23.0,91.0,84.0,87.0,78.0,0.0,3.0,2.0,0.0,0.0,90.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,0.0
16:13,85.0,88.0,83.0,74.0,8.0,9.0,10.0,8.0,22.0,19.0,11.0,15.0,84.0,88.0,77.0,74.0,2.0,4.0,5.0,2.0,91.0,87.0,88.0,72.0,0.0,0.0,2.0,0.0,0.0,0.0,101.0,0.0
16:14,75.0,73.0,77.0,72.0,13.0,16.0,12.0,11.0,24.0,26.0,17.0,20.0,73.0,73.0,77.0,71.0,4.0,2.0,6.0,3.0,83.0,70.0,76.0,72.0,0.0,2.0,0.0,0.0,0.0,71.0,0.0,0.0
16:15,72.0,74.0,75.0,72.0,12.0,14.0,15.0,11.0,29.0,25.0,14.0,20.0,71.0,73.0,75.0,73.0,0.0,1.0,2.0,2.0,0.0,73.0,71.0,53.0,0.0,2.0,5.0,0.0,0.0,76.0,75.0,0.0
16:16,84.0,79.0,81.0,78.0,10.0,11.0,10.0,9.0,28.0,19.0,15.0,18.0,83.0,77.0,82.0,73.0,0.0,2.0,2.0,2.0,0.0,90.0,75.0,113.0,0.0,2.0,2.0,0.0,0.0,78.0,79.0,0.0
16:17,78.0,76.0,72.0,68.0,15.0,12.0,16.0,13.0,28.0,23.0,20.0,21.0,77.0,76.0,71.0,68.0,0.0,2.0,3.0,0.0,0.0,80.0,75.0,0.0,3.0,1.0,2.0,2.0,82.0,67.0,75.0,67.0
16:18,71.0,70.0,73.0,69.0,17.0,12.0,11.0,14.0,31.0,27.0,18.0,26.0,70.0,69.0,72.0,68.0,2.0,1.0,2.0,0.0,77.0,69.0,74.0,0.0,2.0,0.0,1.0,1.0,68.0,0.0,82.0,73.0
16:19,89.0,84.0,80.0,73.0,9.0,13.0,8.0,11.0,22.0,27.0,15.0,24.0,89.0,83.0,79.0,72.0,0.0,4.0,3.0,0.0,0.0,86.0,84.0,0.0,1.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
16:20,84.0,81.0,79.0,80.0,11.0,13.0,15.0,10.0,28.0,20.0,18.0,19.0,84.0,78.0,79.0,79.0,3.0,3.0,7.0,1.0,82.0,88.0,79.0,78.0,0.0,3.0,2.0,1.0,0.0,89.0,78.0,81.0
16:21,82.0,74.0,76.0,74.0,13.0,13.0,11.0,7.0,29.0,26.0,11.0,14.0,81.0,73.0,77.0,74.0,1.0,1.0,3.0,2.0,87.0,76.0,76.0,69.0,1.0,1.0,3.0,0.0,87.0,95.0,70.0,0.0
16:22,86.0,80.0,78.0,83.0,10.0,12.0,13.0,8.0,23.0,21.0,10.0,20.0,85.0,79.0,77.0,83.0,3.0,3.0,7.0,1.0,86.0,82.0,79.0,78.0,0.0,2.0,3.0,0.0,0.0,84.0,76.0,0.0
16:23,81.0,74.0,74.0,77.0,12.0,14.0,15.0,7.0,26.0,22.0,19.0,17.0,81.0,73.0,73.0,76.0,2.0,3.0,4.0,1.0,67.0,73.0,78.0,89.0,1.0,2.0,3.0,0.0,91.0,79.0,74.0,0.0
16:24,69.0,69.0,69.0,72.0,13.0,16.0,15.0,11.0,24.0,22.0,20.0,23.0,69.0,70.0,68.0,72.0,4.0,3.0,3.0,1.0,64.0,62.0,68.0,70.0,0.0,2.0,2.0,0.0,0.0,68.0,74.0,0.0
16:25,75.0,73.0,75.0,71.0,13.0,17.0,11.0,13.0,31.0,29.0,14.0,23.0,74.0,72.0,74.0,70.0,0.0,2.0,5.0,1.0,0.0,74.0,75.0,70.0,0.0,1.0,1.0,1.0,0.0,69.0,83.0,73.0
16:26,83.0,81.0,85.0,75.0,13.0,14.0,11.0,11.0,27.0,28.0,13.0,20.0,82.0,81.0,85.0,74.0,3.0,3.0,8.0,3.0,86.0,79.0,85.0,78.0,0.0,1.0,1.0,0.0,0.0,72.0,78.0,0.0
16:27,78.0,74.0,71.0,72.0,11.0,17.0,10.0,7.0,24.0,24.0,19.0,15.0,77.0,73.0,70.0,71.0,0.0,5.0,3.0,2.0,0.0,73.0,75.0,74.0,2.0,2.0,0.0,0.0,79.0,73.0,0.0,0.0
16:28,74.0,73.0,75.0,74.0,18.0,17.0,12.0,11.0,33.0,26.0,21.0,21.0,73.0,72.0,74.0,73.0,2.0,1.0,0.0,1.0,79.0,70.0,0.0,72.0,1.0,4.0,2.0,1.0,71.0,74.0,75.0,82.0
16:29,89.0,83.0,89.0,71.0,8.0,10.0,8.0,15.0,23.0,24.0,16.0,27.0,88.0,82.0,90.0,71.0,0.0,0.0,1.0,2.0,0.0,0.0,77.0,70.0,1.0,1.0,1.0,1.0,92.0,85.0,84.0,61.0
16:30,82.0,77.0,77.0,64.0,11.0,13.0,14.0,13.0,30.0,21.0,24.0,22.0,81.0,76.0,76.0,63.0,0.0,4.0,3.0,1.0,0.0,76.0,80.0,63.0,0.0,1.0,1.0,1.0,0.0,95.0,67.0,65.0
16:31,76.0,69.0,77.0,75.0,11.0,15.0,13.0,11.0,25.0,24.0,16.0,19.0,76.0,68.0,77.0,74.0,0.0,2.0,5.0,3.0,0.0,76.0,76.0,78.0,1.0,1.0,2.0,1.0,70.0,68.0,79.0,74.0
16:32,89.0,84.0,86.0,80.0,10.0,10.0,9.0,9.0,21.0,18.0,14.0,14.0,89.0,84.0,86.0,79.0,4.0,3.0,3.0,4.0,85.0,85.0,83.0,79.0,0.0,1.0,1.0,0.0,0.0,79.0,80.0,0.0
16:33,77.0,77.0,81.0,74.0,17.0,12.0,11.0,10.0,32.0,25.0,11.0,21.0,76.0,75.0,80.0,74.0,2.0,3.0,6.0,1.0,86.0,88.0,82.0,67.0,2.0,0.0,1.0,0.0,68.0,0.0,80.0,0.0
16:34,80.0,75.0,73.0,74.0,11.0,10.0,16.0,7.0,23.0,20.0,12.0,13.0,79.0,72.0,71.0,70.0,4.0,4.0,7.0,2.0,80.0,89.0,71.0,97.0,0.0,0.0,3.0,0.0,0.0,0.0,83.0,0.0
16:35,82.0,85.0,88.0,76.0,10.0,15.0,9.0,11.0,24.0,17.0,16.0,22.0,81.0,84.0,88.0,75.0,0.0,6.0,3.0,2.0,0.0,83.0,88.0,78.0,1.0,3.0,1.0,0.0,82.0,88.0,79.0,0.0
16:36,92.0,86.0,78.0,66.0,10.0,15.0,11.0,17.0,31.0,27.0,18.0,28.0,91.0,85.0,78.0,65.0,1.0,1.0,2.0,3.0,92.0,89.0,73.0,68.0,0.0,4.0,2.0,0.0,0.0,87.0,77.0,0.0
16:37,90.0,84.0,82.0,73.0,12.0,11.0,11.0,14.0,35.0,22.0,21.0,24.0,89.0,83.0,81.0,72.0,1.0,2.0,2.0,1.0,95.0,85.0,84.0,73.0,0.0,1.0,1.0,2.0,0.0,87.0,76.0,73.0
16:38,80.0,75.0,73.0,75.0,13.0,12.0,14.0,12.0,32.0,28.0,19.0,23.0,79.0,74.0,74.0,75.0,2.0,1.0,2.0,3.0,83.0,82.0,62.0,72.0,0.0,0.0,2.0,0.0,0.0,0.0,69.0,0.0
16:39,87.0,88.0,87.0,74.0,8.0,10.0,6.0,11.0,24.0,20.0,11.0,21.0,86.0,88.0,86.0,74.0,0.0,1.0,3.0,2.0,0.0,71.0,87.0,71.0,0.0,2.0,1.0,0.0,0.0,85.0,97.0,0.0
16:40,80.0,77.0,76.0,71.0,16.0,17.0,10.0,12.0,26.0,30.0,18.0,24.0,78.0,76.0,74.0,71.0,3.0,4.0,1.0,1.0,79.0,80.0,98.0,69.0,3.0,1.0,1.0,0.0,94.0,82.0,79.0,0.0
16:41,76.0,72.0,69.0,70.0,16.0,15.0,15.0,12.0,36.0,25.0,22.0,25.0,75.0,72.0,68.0,69.0,2.0,2.0,0.0,1.0,75.0,69.0,0.0,70.0,0.0,2.0,3.0,0.0,0.0,71.0,69.0,0.0
16:42,85.0,84.0,80.0,77.0,11.0,11.0,10.0,10.0,30.0,25.0,16.0,16.0,84.0,83.0,81.0,76.0,0.0,2.0,2.0,2.0,0.0,85.0,76.0,72.0,0.0,0.0,1.0,1.0,0.0,0.0,57.0,84.0
16:43,90.0,85.0,81.0,68.0,10.0,11.0,11.0,14.0,26.0,24.0,15.0,25.0,90.0,84.0,81.0,68.0,2.0,2.0,2.0,0.0,78.0,84.0,89.0,0.0,0.0,1.0,2.0,1.0,0.0,104.0,72.0,65.0
16:44,77.0,73.0,74.0,76.0,15.0,16.0,12.0,10.0,31.0,25.0,19.0,20.0,77.0,73.0,74.0,75.0,2.0,2.0,3.0,1.0,78.0,73.0,70.0,73.0,1.0,3.0,1.0,1.0,71.0,72.0,70.0,77.0
16:45,85.0,85.0,87.0,84.0,11.0,10.0,7.0,6.0,30.0,23.0,14.0,15.0,84.0,84.0,87.0,84.0,0.0,2.0,2.0,2.0,0.0,84.0,79.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:46,78.0,76.0,78.0,67.0,11.0,10.0,12.0,11.0,26.0,22.0,16.0,17.0,77.0,76.0,76.0,65.0,0.0,1.0,5.0,3.0,0.0,71.0,81.0,75.0,1.0,1.0,2.0,0.0,79.0,76.0,81.0,0.0
16:47,63.0,66.0,68.0,58.0,15.0,33.0,15.0,18.0,20.0,21.0,19.0,29.0,62.0,65.0,68.0,57.0,3.0,2.0,3.0,1.0,65.0,65.0,66.0,58.0,1.0,7.0,2.0,1.0,59.0,68.0,70.0,58.0
16:48,62.0,64.0,68.0,65.0,19.0,16.0,16.0,14.0,25.0,23.0,11.0,25.0,61.0,64.0,67.0,64.0,3.0,4.0,7.0,2.0,60.0,61.0,69.0,66.0,2.0,1.0,3.0,0.0,64.0,66.0,66.0,0.0
16:49,78.0,80.0,78.0,74.0,13.0,11.0,12.0,11.0,27.0,25.0,18.0,22.0,78.0,79.0,78.0,74.0,2.0,1.0,2.0,2.0,75.0,82.0,76.0,69.0,0.0,1.0,2.0,0.0,0.0,76.0,72.0,0.0
16:50,77.0,75.0,73.0,71.0,14.0,14.0,10.0,15.0,34.0,27.0,19.0,17.0,76.0,74.0,72.0,72.0,1.0,2.0,2.0,6.0,81.0,77.0,82.0,66.0,0.0,1.0,0.0,2.0,0.0,71.0,0.0,76.0
16:51,80.0,76.0,75.0,68.0,14.0,17.0,14.0,14.0,28.0,21.0,20.0,28.0,78.0,75.0,74.0,68.0,2.0,3.0,3.0,1.0,100.0,82.0,75.0,61.0,2.0,5.0,2.0,0.0,84.0,74.0,77.0,0.0
16:52,101.0,91.0,87.0,72.0,8.0,7.0,7.0,12.0,25.0,14.0,11.0,27.0,100.0,91.0,86.0,71.0,1.0,4.0,2.0,0.0,102.0,90.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,0.0
16:53,86.0,83.0,84.0,74.0,9.0,11.0,10.0,11.0,25.0,17.0,18.0,25.0,86.0,82.0,83.0,73.0,1.0,3.0,4.0,0.0,79.0,82.0,84.0,0.0,0.0,2.0,0.0,1.0,0.0,89.0,0.0,78.0
16:54,67.0,70.0,80.0,71.0,15.0,14.0,10.0,11.0,24.0,28.0,22.0,21.0,66.0,69.0,80.0,68.0,5.0,1.0,1.0,2.0,71.0,78.0,71.0,84.0,0.0,1.0,0.0,1.0,0.0,72.0,0.0,95.0
16:55,91.0,81.0,89.0,82.0,9.0,11.0,6.0,10.0,18.0,19.0,12.0,21.0,90.0,81.0,87.0,82.0,1.0,2.0,2.0,0.0,76.0,85.0,94.0,0.0,2.0,2.0,1.0,1.0,97.0,73.0,98.0,68.0
16:56,87.0,84.0,81.0,68.0,8.0,11.0,8.0,12.0,15.0,26.0,15.0,23.0,87.0,84.0,81.0,67.0,3.0,2.0,1.0,2.0,78.0,83.0,81.0,71.0,1.0,0.0,1.0,0.0,95.0,0.0,77.0,0.0
16:57,81.0,80.0,78.0,70.0,12.0,13.0,13.0,12.0,27.0,30.0,19.0,23.0,81.0,80.0,79.0,70.0,2.0,2.0,4.0,2.0,79.0,73.0,74.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0,76.0,0.0
16:58,85.0,84.0,89.0,68.0,9.0,8.0,6.0,13.0,26.0,23.0,9.0,27.0,84.0,83.0,88.0,67.0,0.0,0.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,0.0
16:59,94.0,87.0,84.0,74.0,6.0,8.0,10.0,12.0,20.0,20.0,15.0,24.0,93.0,86.0,84.0,73.0,0.0,1.0,4.0,2.0,0.0,88.0,81.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,0.0
17:00,81.0,73.0,78.0,62.0,11.0,16.0,12.0,12.0,24.0,31.0,17.0,23.0,81.0,72.0,79.0,61.0,3.0,1.0,4.0,0.0,75.0,70.0,73.0,0.0,0.0,2.0,2.0,0.0,0.0,89.0,68.0,0.0
17:01,81.0,73.0,78.0,62.0,11.0,16.0,12.0,12.0,24.0,31.0,17.0,23.0,81.0,72.0,79.0,61.0,3.0,1.0,4.0,0.0,75.0,70.0,73.0,0.0,0.0,2.0,2.0,0.0,0.0,89.0,68.0,0.0
17:02,81.0,73.0,78.0,62.0,11.0,16.0,12.0,12.0,24.0,31.0,17.0,23.0,81.0,72.0,79.0,61.0,3.0,1.0,4.0,0.0,75.0,70.0,73.0,0.0,0.0,2.0,2.0,0.0,0.0,89.0,68.0,0.0
17:03,87.0,81.0,79.0,66.0,10.0,12.0,8.0,14.0,29.0,21.0,14.0,23.0,86.0,81.0,78.0,65.0,0.0,2.0,3.0,1.0,0.0,77.0,78.0,70.0,0.0,1.0,0.0,1.0,0.0,73.0,0.0,69.0
17:04,73.0,71.0,72.0,67.0,14.0,10.0,14.0,14.0,29.0,24.0,19.0,17.0,72.0,70.0,72.0,67.0,1.0,1.0,3.0,3.0,78.0,89.0,73.0,64.0,1.0,0.0,2.0,1.0,75.0,0.0,67.0,67.0
17:05,83.0,82.0,87.0,76.0,10.0,10.0,6.0,11.0,20.0,25.0,11.0,24.0,82.0,81.0,85.0,76.0,3.0,1.0,2.0,1.0,85.0,90.0,91.0,59.0,1.0,0.0,1.0,0.0,92.0,0.0,90.0,0.0
17:06,85.0,81.0,81.0,74.0,11.0,12.0,9.0,11.0,30.0,29.0,20.0,22.0,84.0,80.0,79.0,74.0,0.0,1.0,0.0,2.0,0.0,88.0,0.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,0.0
17:07,76.0,77.0,79.0,69.0,11.0,15.0,10.0,15.0,28.0,26.0,17.0,27.0,75.0,73.0,78.0,68.0,0.0,3.0,0.0,4.0,0.0,84.0,0.0,72.0,0.0,2.0,2.0,0.0,0.0,114.0,80.0,0.0
17:08,65.0,65.0,72.0,65.0,17.0,12.0,10.0,18.0,30.0,21.0,16.0,22.0,64.0,64.0,72.0,63.0,1.0,2.0,2.0,6.0,66.0,70.0,65.0,67.0,1.0,0.0,1.0,1.0,66.0,0.0,71.0,71.0
17:09,82.0,88.0,95.0,74.0,6.0,7.0,4.0,8.0,15.0,17.0,11.0,20.0,80.0,87.0,95.0,73.0,1.0,0.0,1.0,0.0,92.0,0.0,92.0,0.0,1.0,1.0,0.0,0.0,88.0,98.0,0.0,0.0
17:10,83.0,82.0,80.0,65.0,10.0,12.0,12.0,14.0,22.0,22.0,16.0,29.0,83.0,81.0,79.0,64.0,3.0,3.0,4.0,0.0,77.0,85.0,81.0,0.0,0.0,1.0,2.0,0.0,0.0,92.0,75.0,0.0
17:11,71.0,64.0,70.0,67.0,16.0,16.0,15.0,13.0,33.0,29.0,23.0,22.0,70.0,63.0,69.0,67.0,1.0,1.0,2.0,2.0,85.0,79.0,72.0,60.0,0.0,1.0,2.0,0.0,0.0,68.0,69.0,0.0
17:12,57.0,60.0,60.0,54.0,21.0,11.0,13.0,18.0,22.0,21.0,22.0,28.0,56.0,59.0,59.0,53.0,4.0,1.0,0.0,2.0,63.0,59.0,0.0,54.0,3.0,0.0,1.0,0.0,54.0,0.0,69.0,0.0
17:13,91.0,85.0,84.0,77.0,11.0,11.0,8.0,10.0,24.0,25.0,15.0,23.0,90.0,85.0,83.0,77.0,2.0,3.0,2.0,1.0,90.0,84.0,84.0,74.0,1.0,0.0,1.0,0.0,101.0,0.0,88.0,0.0
17:14,90.0,86.0,83.0,77.0,10.0,9.0,10.0,11.0,22.0,22.0,19.0,19.0,89.0,85.0,83.0,77.0,1.0,1.0,4.0,3.0,106.0,92.0,80.0,72.0,1.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0
17:15,85.0,74.0,81.0,68.0,10.0,11.0,10.0,9.0,27.0,22.0,18.0,20.0,84.0,72.0,80.0,67.0,1.0,3.0,2.0,0.0,84.0,83.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0
17:16,85.0,79.0,72.0,67.0,10.0,7.0,11.0,11.0,26.0,14.0,15.0,19.0,84.0,79.0,69.0,67.0,2.0,0.0,3.0,2.0,88.0,0.0,80.0,64.0,0.0,1.0,2.0,0.0,0.0,67.0,73.0,0.0
17:17,89.0,87.0,88.0,79.0,10.0,8.0,6.0,8.0,29.0,23.0,10.0,18.0,89.0,86.0,87.0,79.0,1.0,0.0,1.0,1.0,86.0,0.0,92.0,73.0,0.0,0.0,2.0,0.0,0.0,0.0,90.0,0.0
17:18,88.0,90.0,89.0,74.0,9.0,6.0,8.0,10.0,25.0,19.0,17.0,20.0,88.0,89.0,90.0,73.0,2.0,0.0,2.0,2.0,86.0,0.0,73.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:19,88.0,84.0,83.0,74.0,9.0,10.0,8.0,9.0,28.0,23.0,16.0,21.0,87.0,83.0,83.0,73.0,1.0,1.0,3.0,0.0,91.0,103.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0,0.0
17:20,92.0,88.0,88.0,74.0,6.0,6.0,8.0,9.0,19.0,17.0,16.0,19.0,91.0,87.0,86.0,74.0,0.0,0.0,1.0,1.0,0.0,0.0,92.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,0.0
17:21,81.0,83.0,76.0,67.0,10.0,6.0,11.0,13.0,23.0,15.0,10.0,20.0,80.0,82.0,79.0,66.0,2.0,0.0,3.0,2.0,82.0,0.0,78.0,58.0,0.0,0.0,3.0,1.0,0.0,0.0,62.0,88.0
17:22,80.0,75.0,75.0,76.0,9.0,11.0,11.0,11.0,22.0,23.0,15.0,24.0,80.0,73.0,74.0,76.0,2.0,2.0,3.0,0.0,79.0,88.0,75.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,73.0,63.0
17:23,88.0,80.0,79.0,73.0,8.0,11.0,10.0,11.0,25.0,23.0,14.0,24.0,87.0,79.0,78.0,72.0,0.0,1.0,3.0,0.0,0.0,77.0,82.0,0.0,0.0,1.0,2.0,0.0,0.0,85.0,78.0,0.0
17:24,84.0,74.0,75.0,68.0,10.0,12.0,12.0,11.0,27.0,20.0,11.0,20.0,83.0,74.0,74.0,67.0,0.0,4.0,6.0,1.0,0.0,71.0,74.0,70.0,0.0,1.0,3.0,1.0,0.0,80.0,76.0,66.0
17:25,85.0,81.0,77.0,63.0,8.0,11.0,10.0,13.0,19.0,24.0,8.0,25.0,85.0,80.0,82.0,62.0,2.0,3.0,4.0,1.0,83.0,85.0,71.0,72.0,0.0,0.0,3.0,0.0,0.0,0.0,70.0,0.0
17:26,87.0,85.0,86.0,78.0,9.0,10.0,7.0,12.0,24.0,22.0,12.0,26.0,86.0,84.0,84.0,77.0,2.0,1.0,3.0,1.0,86.0,88.0,87.0,81.0,0.0,1.0,1.0,1.0,0.0,84.0,98.0,75.0
17:27,83.0,81.0,79.0,76.0,12.0,8.0,12.0,9.0,26.0,17.0,18.0,21.0,83.0,81.0,79.0,76.0,2.0,2.0,3.0,1.0,76.0,75.0,83.0,66.0,1.0,1.0,2.0,0.0,85.0,88.0,72.0,0.0
17:28,89.0,73.0,73.0,68.0,8.0,10.0,14.0,12.0,23.0,19.0,20.0,24.0,88.0,73.0,73.0,67.0,2.0,1.0,1.0,0.0,88.0,74.0,74.0,0.0,0.0,1.0,3.0,1.0,0.0,71.0,71.0,68.0
17:29,92.0,87.0,79.0,69.0,7.0,8.0,10.0,8.0,22.0,17.0,12.0,14.0,91.0,87.0,77.0,69.0,0.0,0.0,1.0,2.0,0.0,0.0,74.0,67.0,0.0,1.0,4.0,0.0,0.0,75.0,83.0,0.0
17:30,87.0,83.0,82.0,71.0,12.0,8.0,10.0,9.0,26.0,20.0,14.0,21.0,86.0,82.0,80.0,70.0,2.0,1.0,4.0,0.0,91.0,83.0,86.0,0.0,2.0,0.0,1.0,0.0,88.0,0.0,87.0,0.0
17:31,74.0,72.0,81.0,65.0,14.0,17.0,7.0,14.0,27.0,28.0,15.0,29.0,73.0,71.0,81.0,64.0,1.0,1.0,0.0,0.0,79.0,77.0,0.0,0.0,1.0,3.0,1.0,0.0,67.0,69.0,76.0,0.0
17:32,84.0,85.0,85.0,74.0,10.0,10.0,7.0,9.0,25.0,18.0,12.0,18.0,84.0,84.0,85.0,73.0,2.0,2.0,3.0,1.0,82.0,85.0,81.0,77.0,0.0,2.0,0.0,0.0,0.0,89.0,0.0,0.0
17:33,92.0,80.0,79.0,68.0,6.0,13.0,8.0,12.0,18.0,13.0,12.0,23.0,91.0,78.0,79.0,67.0,0.0,4.0,3.0,2.0,0.0,79.0,78.0,72.0,1.0,4.0,1.0,0.0,96.0,84.0,80.0,0.0
17:34,85.0,77.0,75.0,70.0,10.0,11.0,13.0,10.0,24.0,26.0,19.0,23.0,85.0,76.0,74.0,69.0,2.0,2.0,4.0,1.0,89.0,80.0,76.0,71.0,1.0,0.0,1.0,0.0,68.0,0.0,77.0,0.0
17:35,92.0,89.0,85.0,79.0,8.0,8.0,6.0,7.0,24.0,21.0,12.0,16.0,92.0,88.0,86.0,78.0,1.0,2.0,2.0,1.0,85.0,88.0,76.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0
17:36,91.0,81.0,82.0,71.0,6.0,11.0,8.0,11.0,19.0,27.0,15.0,19.0,90.0,80.0,84.0,71.0,0.0,0.0,2.0,3.0,0.0,0.0,73.0,69.0,0.0,1.0,1.0,0.0,0.0,94.0,69.0,0.0
17:37,87.0,78.0,81.0,80.0,8.0,13.0,8.0,8.0,22.0,25.0,16.0,19.0,87.0,77.0,80.0,80.0,2.0,3.0,2.0,1.0,83.0,80.0,86.0,65.0,0.0,1.0,0.0,0.0,0.0,85.0,0.0,0.0
17:38,81.0,75.0,78.0,64.0,10.0,12.0,9.0,9.0,23.0,27.0,24.0,16.0,79.0,74.0,77.0,63.0,4.0,1.0,0.0,2.0,89.0,77.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,0.0
17:39,78.0,79.0,79.0,56.0,12.0,11.0,9.0,17.0,30.0,25.0,19.0,30.0,77.0,78.0,78.0,55.0,1.0,2.0,2.0,0.0,95.0,79.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:40,85.0,81.0,82.0,67.0,9.0,11.0,5.0,12.0,26.0,19.0,11.0,23.0,84.0,81.0,83.0,66.0,0.0,2.0,2.0,2.0,0.0,71.0,70.0,75.0,0.0,2.0,0.0,0.0,0.0,81.0,0.0,0.0
17:41,94.0,82.0,83.0,70.0,10.0,11.0,10.0,14.0,28.0,21.0,21.0,26.0,93.0,81.0,82.0,69.0,1.0,2.0,2.0,2.0,104.0,84.0,82.0,69.0,0.0,2.0,1.0,0.0,0.0,84.0,84.0,0.0
17:42,79.0,73.0,83.0,63.0,16.0,11.0,5.0,10.0,32.0,25.0,11.0,17.0,78.0,73.0,82.0,63.0,0.0,1.0,0.0,2.0,0.0,67.0,0.0,61.0,2.0,0.0,1.0,0.0,83.0,0.0,83.0,0.0
