,speed,speed,speed,speed,occupancy,occupancy,occupancy,occupancy,S_vol,S_vol,S_vol,S_vol,S_speed,S_speed,S_speed,S_speed,L_vol,L_vol,L_vol,L_vol,L_speed,L_speed,L_speed,L_speed,T_vol,T_vol,T_vol,T_vol,T_speed,T_speed,T_speed,T_speed
16:12,99.0,94.0,85.0,87.0,10.0,9.0,11.0,7.0,34.0,23.0,18.0,11.0,98.0,94.0,83.0,89.0,0.0,1.0,2.0,2.0,0.0,91.0,81.0,80.0,0.0,0.0,3.0,1.0,0.0,0.0,93.0,75.0
16:13,85.0,84.0,88.0,91.0,12.0,14.0,13.0,6.0,33.0,26.0,22.0,10.0,84.0,84.0,87.0,92.0,1.0,4.0,5.0,4.0,89.0,82.0,88.0,88.0,0.0,1.0,1.0,0.0,0.0,86.0,91.0,0.0
16:14,94.0,92.0,89.0,83.0,6.0,8.0,10.0,9.0,19.0,18.0,17.0,16.0,94.0,92.0,88.0,84.0,1.0,4.0,4.0,4.0,90.0,87.0,90.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0
16:15,97.0,93.0,89.0,85.0,11.0,8.0,9.0,10.0,27.0,21.0,17.0,12.0,97.0,92.0,88.0,83.0,3.0,3.0,2.0,5.0,89.0,97.0,82.0,85.0,1.0,0.0,2.0,2.0,98.0,0.0,95.0,90.0
16:16,94.0,94.0,93.0,91.0,9.0,10.0,10.0,5.0,27.0,21.0,14.0,10.0,94.0,93.0,94.0,90.0,1.0,2.0,4.0,2.0,85.0,91.0,89.0,95.0,0.0,2.0,2.0,0.0,0.0,97.0,93.0,0.0
16:17,92.0,88.0,86.0,98.0,11.0,9.0,11.0,6.0,32.0,27.0,21.0,10.0,92.0,87.0,86.0,100.0,1.0,0.0,1.0,1.0,89.0,0.0,80.0,94.0,0.0,0.0,3.0,2.0,0.0,0.0,85.0,84.0
16:18,94.0,91.0,85.0,91.0,10.0,8.0,11.0,5.0,29.0,25.0,15.0,8.0,93.0,90.0,87.0,92.0,1.0,1.0,2.0,1.0,97.0,95.0,82.0,90.0,0.0,0.0,3.0,2.0,0.0,0.0,76.0,84.0
16:19,93.0,86.0,86.0,86.0,11.0,12.0,11.0,8.0,30.0,24.0,11.0,11.0,93.0,86.0,86.0,85.0,2.0,0.0,4.0,0.0,83.0,0.0,88.0,0.0,0.0,3.0,3.0,3.0,0.0,82.0,82.0,85.0
16:20,93.0,87.0,88.0,86.0,10.0,12.0,11.0,6.0,30.0,26.0,19.0,17.0,92.0,87.0,87.0,85.0,0.0,1.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,85.0,89.0,0.0
16:21,95.0,94.0,91.0,96.0,8.0,10.0,10.0,6.0,24.0,26.0,20.0,11.0,95.0,93.0,91.0,96.0,1.0,0.0,3.0,2.0,86.0,0.0,93.0,92.0,0.0,2.0,1.0,1.0,0.0,98.0,82.0,94.0
16:22,93.0,87.0,83.0,89.0,11.0,13.0,13.0,8.0,34.0,24.0,15.0,15.0,92.0,85.0,81.0,88.0,1.0,5.0,4.0,2.0,108.0,90.0,86.0,88.0,0.0,1.0,4.0,1.0,0.0,90.0,85.0,96.0
16:23,93.0,85.0,83.0,85.0,9.0,14.0,10.0,11.0,27.0,26.0,19.0,19.0,93.0,85.0,81.0,85.0,1.0,2.0,3.0,2.0,90.0,84.0,88.0,82.0,0.0,2.0,1.0,2.0,0.0,79.0,83.0,86.0
16:24,98.0,91.0,85.0,88.0,9.0,9.0,12.0,9.0,30.0,17.0,14.0,12.0,97.0,91.0,87.0,88.0,0.0,4.0,2.0,7.0,0.0,87.0,94.0,87.0,0.0,1.0,4.0,0.0,0.0,86.0,72.0,0.0
16:25,90.0,84.0,80.0,79.0,9.0,12.0,14.0,7.0,27.0,25.0,13.0,12.0,90.0,84.0,80.0,79.0,1.0,2.0,2.0,3.0,88.0,84.0,81.0,76.0,0.0,1.0,6.0,0.0,0.0,79.0,79.0,0.0
16:26,92.0,88.0,82.0,83.0,10.0,10.0,10.0,10.0,31.0,23.0,15.0,13.0,91.0,88.0,83.0,83.0,0.0,2.0,4.0,4.0,0.0,86.0,77.0,81.0,0.0,0.0,1.0,1.0,0.0,0.0,78.0,78.0
16:27,89.0,87.0,84.0,88.0,12.0,11.0,13.0,9.0,37.0,25.0,20.0,13.0,88.0,86.0,83.0,87.0,0.0,0.0,5.0,3.0,0.0,0.0,85.0,84.0,0.0,1.0,1.0,1.0,0.0,89.0,78.0,110.0
16:28,85.0,85.0,85.0,79.0,14.0,12.0,12.0,10.0,38.0,29.0,22.0,14.0,84.0,84.0,83.0,81.0,0.0,2.0,1.0,4.0,0.0,88.0,98.0,72.0,0.0,0.0,3.0,1.0,0.0,0.0,95.0,73.0
16:29,96.0,90.0,87.0,85.0,9.0,10.0,10.0,8.0,30.0,17.0,13.0,14.0,95.0,91.0,87.0,84.0,0.0,2.0,5.0,2.0,0.0,85.0,86.0,87.0,0.0,2.0,1.0,1.0,0.0,86.0,77.0,82.0
16:30,94.0,89.0,82.0,81.0,11.0,11.0,14.0,12.0,33.0,27.0,20.0,15.0,94.0,88.0,80.0,81.0,1.0,2.0,3.0,1.0,84.0,88.0,84.0,84.0,0.0,0.0,3.0,4.0,0.0,0.0,86.0,77.0
16:31,85.0,82.0,88.0,85.0,13.0,11.0,10.0,8.0,36.0,29.0,22.0,13.0,84.0,81.0,87.0,84.0,1.0,0.0,3.0,1.0,94.0,0.0,88.0,78.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,88.0
16:32,81.0,77.0,80.0,84.0,9.0,14.0,8.0,6.0,25.0,27.0,18.0,6.0,80.0,77.0,80.0,83.0,0.0,3.0,1.0,2.0,0.0,76.0,75.0,88.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,80.0
16:33,75.0,80.0,73.0,79.0,10.0,10.0,12.0,12.0,22.0,21.0,14.0,16.0,74.0,81.0,73.0,79.0,3.0,3.0,3.0,1.0,80.0,71.0,71.0,75.0,0.0,0.0,2.0,4.0,0.0,0.0,67.0,79.0
16:34,72.0,72.0,74.0,77.0,13.0,12.0,14.0,12.0,33.0,27.0,20.0,7.0,71.0,71.0,72.0,75.0,0.0,0.0,6.0,3.0,0.0,0.0,77.0,81.0,0.0,0.0,1.0,6.0,0.0,0.0,88.0,75.0
16:35,47.0,54.0,59.0,70.0,18.0,17.0,16.0,12.0,27.0,26.0,18.0,16.0,46.0,54.0,57.0,70.0,1.0,0.0,2.0,2.0,50.0,0.0,66.0,67.0,0.0,1.0,3.0,2.0,0.0,49.0,62.0,70.0
16:36,49.0,49.0,58.0,74.0,18.0,17.0,18.0,9.0,25.0,24.0,16.0,15.0,48.0,48.0,55.0,73.0,2.0,0.0,6.0,1.0,51.0,0.0,59.0,76.0,0.0,1.0,2.0,1.0,0.0,48.0,68.0,78.0
16:37,36.0,35.0,42.0,49.0,18.0,28.0,22.0,19.0,19.0,19.0,10.0,10.0,35.0,35.0,41.0,46.0,1.0,3.0,2.0,6.0,39.0,32.0,44.0,49.0,0.0,1.0,5.0,3.0,0.0,39.0,42.0,57.0
16:38,28.0,21.0,35.0,40.0,23.0,35.0,27.0,20.0,21.0,18.0,15.0,16.0,27.0,19.0,34.0,40.0,0.0,3.0,3.0,3.0,0.0,31.0,36.0,40.0,0.0,0.0,3.0,1.0,0.0,0.0,35.0,39.0
16:39,46.0,42.0,45.0,36.0,20.0,24.0,15.0,26.0,24.0,21.0,19.0,18.0,46.0,41.0,45.0,35.0,2.0,2.0,1.0,3.0,39.0,41.0,43.0,37.0,0.0,2.0,0.0,1.0,0.0,48.0,0.0,29.0
16:40,38.0,38.0,37.0,50.0,22.0,22.0,24.0,13.0,25.0,22.0,18.0,17.0,37.0,37.0,37.0,49.0,1.0,0.0,2.0,0.0,47.0,0.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,46.0,25.0,66.0
16:41,21.0,32.0,29.0,56.0,30.0,25.0,28.0,13.0,17.0,19.0,16.0,13.0,20.0,32.0,26.0,56.0,3.0,2.0,4.0,2.0,23.0,29.0,34.0,51.0,0.0,1.0,1.0,1.0,0.0,36.0,36.0,53.0
16:42,38.0,33.0,27.0,49.0,17.0,26.0,25.0,16.0,17.0,15.0,17.0,15.0,37.0,31.0,26.0,49.0,2.0,1.0,0.0,2.0,38.0,45.0,0.0,49.0,0.0,3.0,2.0,2.0,0.0,37.0,28.0,46.0
16:43,31.0,29.0,31.0,39.0,23.0,30.0,27.0,18.0,21.0,19.0,15.0,15.0,31.0,28.0,30.0,39.0,1.0,2.0,3.0,3.0,30.0,28.0,33.0,35.0,0.0,1.0,2.0,0.0,0.0,30.0,30.0,0.0
16:44,40.0,39.0,43.0,54.0,24.0,21.0,23.0,17.0,28.0,23.0,19.0,18.0,40.0,38.0,42.0,54.0,1.0,1.0,3.0,2.0,24.0,42.0,47.0,52.0,0.0,0.0,2.0,2.0,0.0,0.0,44.0,55.0
16:45,46.0,44.0,40.0,35.0,18.0,18.0,21.0,24.0,22.0,18.0,16.0,16.0,45.0,44.0,39.0,34.0,1.0,3.0,5.0,4.0,47.0,42.0,39.0,33.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,39.0
16:46,48.0,46.0,41.0,24.0,16.0,16.0,20.0,29.0,27.0,19.0,16.0,15.0,47.0,46.0,42.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,44.0,34.0,24.0
16:47,34.0,38.0,38.0,36.0,21.0,23.0,25.0,16.0,20.0,22.0,13.0,12.0,33.0,38.0,38.0,34.0,2.0,3.0,6.0,3.0,37.0,36.0,36.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0
16:48,32.0,32.0,29.0,29.0,26.0,23.0,29.0,27.0,23.0,23.0,20.0,13.0,32.0,31.0,29.0,30.0,0.0,0.0,1.0,4.0,0.0,0.0,28.0,27.0,1.0,0.0,1.0,1.0,29.0,0.0,16.0,22.0
16:49,37.0,36.0,31.0,31.0,24.0,25.0,25.0,31.0,22.0,22.0,20.0,12.0,36.0,35.0,30.0,28.0,2.0,1.0,1.0,7.0,40.0,32.0,36.0,27.0,1.0,1.0,1.0,1.0,34.0,39.0,32.0,83.0
16:50,36.0,29.0,29.0,23.0,17.0,34.0,22.0,34.0,17.0,15.0,15.0,9.0,35.0,28.0,28.0,20.0,2.0,5.0,3.0,3.0,35.0,30.0,29.0,31.0,0.0,2.0,0.0,3.0,0.0,29.0,0.0,19.0
16:51,41.0,38.0,35.0,25.0,17.0,29.0,21.0,32.0,22.0,18.0,18.0,11.0,40.0,38.0,34.0,21.0,0.0,4.0,2.0,4.0,0.0,34.0,39.0,28.0,0.0,2.0,1.0,3.0,0.0,38.0,38.0,30.0
16:52,34.0,30.0,23.0,17.0,26.0,31.0,26.0,38.0,17.0,21.0,17.0,8.0,34.0,30.0,22.0,19.0,3.0,2.0,2.0,4.0,33.0,28.0,25.0,13.0,1.0,1.0,0.0,1.0,33.0,27.0,0.0,15.0
16:53,37.0,38.0,34.0,19.0,20.0,23.0,20.0,35.0,20.0,17.0,20.0,14.0,36.0,37.0,33.0,16.0,2.0,2.0,1.0,2.0,44.0,36.0,38.0,32.0,0.0,2.0,0.0,2.0,0.0,38.0,0.0,24.0
16:54,45.0,43.0,38.0,23.0,20.0,21.0,20.0,30.0,25.0,21.0,16.0,10.0,45.0,43.0,37.0,17.0,0.0,2.0,2.0,3.0,0.0,40.0,39.0,34.0,1.0,1.0,1.0,2.0,41.0,45.0,43.0,32.0
16:55,45.0,45.0,41.0,18.0,19.0,24.0,22.0,35.0,24.0,21.0,17.0,10.0,44.0,44.0,40.0,17.0,2.0,6.0,1.0,1.0,51.0,45.0,39.0,7.0,0.0,1.0,3.0,2.0,0.0,43.0,44.0,23.0
16:56,40.0,35.0,45.0,31.0,21.0,25.0,17.0,24.0,25.0,20.0,18.0,13.0,39.0,33.0,44.0,28.0,1.0,3.0,1.0,4.0,57.0,45.0,44.0,35.0,0.0,0.0,2.0,1.0,0.0,0.0,47.0,37.0
16:57,36.0,32.0,31.0,27.0,20.0,26.0,29.0,25.0,23.0,21.0,15.0,17.0,35.0,32.0,30.0,27.0,0.0,3.0,5.0,2.0,0.0,30.0,32.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,0.0
16:58,40.0,40.0,39.0,28.0,18.0,18.0,24.0,23.0,21.0,17.0,16.0,16.0,40.0,39.0,39.0,27.0,1.0,1.0,1.0,1.0,36.0,41.0,36.0,27.0,0.0,1.0,3.0,1.0,0.0,45.0,39.0,32.0
16:59,48.0,37.0,36.0,24.0,17.0,23.0,26.0,30.0,23.0,23.0,13.0,17.0,48.0,36.0,34.0,23.0,1.0,0.0,2.0,3.0,43.0,0.0,40.0,26.0,0.0,1.0,4.0,0.0,0.0,38.0,36.0,0.0
17:00,40.0,37.0,32.0,18.0,22.0,28.0,20.0,37.0,27.0,20.0,15.0,12.0,40.0,36.0,31.0,16.0,1.0,5.0,3.0,6.0,38.0,35.0,34.0,20.0,0.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0
17:01,40.0,37.0,32.0,18.0,22.0,28.0,20.0,37.0,27.0,20.0,15.0,12.0,40.0,36.0,31.0,16.0,1.0,5.0,3.0,6.0,38.0,35.0,34.0,20.0,0.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0
17:02,40.0,37.0,32.0,18.0,22.0,28.0,20.0,37.0,27.0,20.0,15.0,12.0,40.0,36.0,31.0,16.0,1.0,5.0,3.0,6.0,38.0,35.0,34.0,20.0,0.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0
17:03,37.0,41.0,38.0,42.0,22.0,22.0,24.0,23.0,25.0,21.0,21.0,20.0,36.0,40.0,38.0,41.0,0.0,4.0,2.0,5.0,0.0,42.0,34.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0
17:04,26.0,38.0,35.0,48.0,30.0,19.0,32.0,15.0,20.0,22.0,14.0,15.0,25.0,37.0,32.0,47.0,2.0,0.0,5.0,3.0,27.0,0.0,38.0,49.0,1.0,0.0,5.0,0.0,31.0,0.0,39.0,0.0
17:05,49.0,50.0,48.0,52.0,15.0,17.0,22.0,20.0,23.0,25.0,21.0,20.0,48.0,49.0,47.0,52.0,0.0,0.0,1.0,4.0,0.0,0.0,53.0,52.0,0.0,0.0,3.0,1.0,0.0,0.0,52.0,47.0
17:06,51.0,47.0,47.0,44.0,16.0,18.0,18.0,20.0,24.0,21.0,22.0,20.0,50.0,47.0,46.0,43.0,2.0,3.0,3.0,2.0,55.0,46.0,47.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0
17:07,48.0,43.0,36.0,31.0,14.0,15.0,19.0,25.0,23.0,19.0,21.0,16.0,47.0,42.0,35.0,29.0,0.0,1.0,2.0,2.0,0.0,42.0,38.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0
17:08,45.0,45.0,39.0,41.0,15.0,21.0,17.0,25.0,23.0,21.0,19.0,23.0,44.0,44.0,38.0,41.0,0.0,3.0,0.0,2.0,0.0,46.0,0.0,37.0,0.0,1.0,1.0,1.0,0.0,44.0,38.0,34.0
17:09,41.0,37.0,28.0,32.0,20.0,19.0,26.0,22.0,24.0,19.0,21.0,16.0,40.0,36.0,28.0,33.0,1.0,1.0,1.0,3.0,41.0,36.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:10,40.0,39.0,29.0,31.0,20.0,15.0,24.0,23.0,23.0,17.0,20.0,18.0,40.0,38.0,28.0,30.0,1.0,0.0,0.0,3.0,26.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0
17:11,28.0,37.0,33.0,21.0,32.0,20.0,27.0,32.0,19.0,22.0,15.0,13.0,26.0,36.0,32.0,17.0,2.0,0.0,3.0,3.0,31.0,0.0,37.0,31.0,2.0,0.0,2.0,1.0,34.0,0.0,33.0,33.0
17:12,28.0,34.0,33.0,13.0,28.0,24.0,23.0,28.0,21.0,20.0,20.0,12.0,27.0,33.0,32.0,12.0,2.0,3.0,0.0,0.0,34.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0
17:13,50.0,42.0,38.0,21.0,16.0,23.0,19.0,26.0,21.0,19.0,14.0,14.0,49.0,42.0,37.0,21.0,2.0,3.0,2.0,2.0,49.0,38.0,37.0,20.0,0.0,1.0,2.0,0.0,0.0,44.0,37.0,0.0
17:14,50.0,46.0,43.0,29.0,15.0,19.0,19.0,11.0,23.0,21.0,15.0,9.0,50.0,45.0,42.0,26.0,1.0,3.0,2.0,1.0,47.0,47.0,47.0,46.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0
17:15,49.0,44.0,47.0,36.0,14.0,20.0,15.0,21.0,24.0,22.0,18.0,15.0,48.0,43.0,47.0,35.0,0.0,3.0,2.0,1.0,0.0,45.0,43.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0
17:16,33.0,33.0,38.0,16.0,19.0,31.0,17.0,35.0,17.0,15.0,12.0,13.0,32.0,31.0,38.0,12.0,2.0,4.0,1.0,2.0,34.0,33.0,37.0,28.0,0.0,4.0,2.0,1.0,0.0,40.0,35.0,36.0
17:17,37.0,32.0,37.0,16.0,19.0,28.0,17.0,34.0,20.0,23.0,19.0,16.0,36.0,31.0,36.0,14.0,1.0,1.0,0.0,1.0,39.0,33.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0
17:18,36.0,38.0,39.0,19.0,18.0,23.0,14.0,33.0,21.0,18.0,7.0,12.0,35.0,37.0,38.0,19.0,0.0,3.0,4.0,4.0,0.0,36.0,37.0,15.0,0.0,1.0,1.0,0.0,0.0,40.0,47.0,0.0
17:19,48.0,43.0,35.0,28.0,17.0,22.0,26.0,28.0,24.0,22.0,17.0,19.0,47.0,43.0,33.0,28.0,1.0,2.0,2.0,3.0,49.0,39.0,40.0,24.0,0.0,1.0,3.0,0.0,0.0,43.0,36.0,0.0
17:20,41.0,36.0,34.0,22.0,21.0,26.0,22.0,24.0,25.0,25.0,12.0,13.0,41.0,36.0,34.0,22.0,1.0,2.0,4.0,3.0,35.0,33.0,30.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0
17:21,44.0,35.0,31.0,24.0,18.0,22.0,20.0,29.0,20.0,21.0,18.0,18.0,43.0,34.0,31.0,23.0,1.0,0.0,1.0,1.0,48.0,0.0,21.0,20.0,1.0,1.0,0.0,1.0,52.0,39.0,0.0,36.0
17:22,39.0,27.0,27.0,20.0,19.0,25.0,18.0,40.0,19.0,19.0,14.0,17.0,39.0,26.0,26.0,20.0,2.0,1.0,1.0,2.0,34.0,30.0,32.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0
17:23,36.0,26.0,26.0,18.0,22.0,29.0,30.0,29.0,25.0,22.0,15.0,17.0,35.0,25.0,25.0,18.0,0.0,1.0,4.0,1.0,0.0,32.0,26.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0
17:24,42.0,38.0,33.0,14.0,17.0,27.0,27.0,16.0,21.0,20.0,14.0,4.0,42.0,38.0,33.0,12.0,1.0,3.0,5.0,2.0,38.0,41.0,31.0,16.0,0.0,2.0,1.0,0.0,0.0,29.0,31.0,0.0
17:25,48.0,46.0,40.0,22.0,16.0,18.0,18.0,26.0,24.0,18.0,16.0,6.0,47.0,45.0,39.0,15.0,0.0,5.0,2.0,1.0,0.0,46.0,42.0,21.0,0.0,0.0,1.0,2.0,0.0,0.0,43.0,42.0
17:26,48.0,40.0,40.0,18.0,19.0,21.0,16.0,34.0,26.0,25.0,11.0,2.0,47.0,39.0,39.0,6.0,1.0,0.0,0.0,2.0,51.0,0.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,0.0,39.0,15.0
17:27,44.0,44.0,36.0,15.0,16.0,22.0,24.0,27.0,20.0,23.0,14.0,5.0,43.0,43.0,36.0,14.0,1.0,0.0,1.0,1.0,45.0,0.0,33.0,8.0,0.0,2.0,2.0,2.0,0.0,50.0,29.0,20.0
17:28,46.0,37.0,35.0,19.0,17.0,25.0,22.0,23.0,22.0,19.0,8.0,8.0,45.0,35.0,34.0,17.0,0.0,2.0,3.0,2.0,0.0,41.0,36.0,26.0,1.0,2.0,4.0,1.0,45.0,44.0,34.0,18.0
17:29,34.0,25.0,33.0,13.0,21.0,27.0,23.0,35.0,22.0,18.0,13.0,12.0,33.0,24.0,32.0,12.0,0.0,2.0,1.0,2.0,0.0,31.0,30.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,33.0,0.0
17:30,28.0,29.0,30.0,12.0,14.0,38.0,16.0,64.0,15.0,8.0,4.0,3.0,27.0,29.0,24.0,13.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,1.0,2.0,2.0,0.0,17.0,37.0,8.0
17:31,49.0,39.0,41.0,17.0,16.0,23.0,16.0,30.0,23.0,22.0,18.0,15.0,49.0,39.0,41.0,16.0,1.0,2.0,1.0,1.0,44.0,39.0,37.0,18.0,0.0,1.0,1.0,0.0,0.0,38.0,44.0,0.0
17:32,48.0,41.0,40.0,12.0,17.0,15.0,9.0,28.0,22.0,17.0,9.0,10.0,48.0,41.0,39.0,11.0,3.0,1.0,0.0,1.0,47.0,39.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0
17:33,52.0,44.0,41.0,21.0,9.0,18.0,17.0,35.0,17.0,19.0,14.0,13.0,51.0,43.0,40.0,20.0,0.0,2.0,1.0,1.0,0.0,45.0,42.0,20.0,0.0,1.0,2.0,3.0,0.0,48.0,43.0,24.0
17:34,50.0,42.0,39.0,22.0,15.0,16.0,20.0,30.0,25.0,22.0,16.0,12.0,49.0,41.0,37.0,21.0,0.0,0.0,2.0,1.0,0.0,0.0,43.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,43.0,30.0
17:35,53.0,48.0,46.0,16.0,12.0,14.0,17.0,34.0,21.0,19.0,14.0,11.0,53.0,47.0,45.0,15.0,1.0,0.0,1.0,4.0,49.0,0.0,55.0,18.0,0.0,1.0,2.0,0.0,0.0,50.0,46.0,0.0
17:36,51.0,53.0,46.0,27.0,9.0,15.0,16.0,30.0,18.0,22.0,13.0,15.0,50.0,52.0,46.0,24.0,0.0,2.0,3.0,3.0,0.0,55.0,41.0,28.0,0.0,0.0,1.0,2.0,0.0,0.0,50.0,43.0
17:37,48.0,37.0,32.0,27.0,17.0,22.0,24.0,36.0,22.0,22.0,14.0,13.0,48.0,36.0,31.0,25.0,0.0,2.0,3.0,2.0,0.0,37.0,34.0,23.0,1.0,0.0,1.0,4.0,34.0,0.0,32.0,31.0
17:38,43.0,39.0,31.0,16.0,22.0,25.0,24.0,33.0,28.0,25.0,15.0,17.0,43.0,38.0,30.0,15.0,1.0,2.0,4.0,0.0,41.0,36.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,0.0
17:39,39.0,31.0,32.0,17.0,17.0,26.0,18.0,39.0,20.0,16.0,17.0,5.0,38.0,31.0,32.0,14.0,0.0,5.0,1.0,5.0,0.0,30.0,29.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0
17:40,44.0,42.0,39.0,20.0,14.0,21.0,21.0,29.0,20.0,18.0,18.0,16.0,43.0,41.0,39.0,17.0,0.0,3.0,3.0,2.0,0.0,41.0,39.0,40.0,0.0,1.0,1.0,0.0,0.0,46.0,38.0,0.0
17:41,54.0,45.0,35.0,23.0,15.0,17.0,22.0,27.0,23.0,22.0,18.0,7.0,53.0,45.0,34.0,17.0,1.0,1.0,0.0,1.0,53.0,37.0,0.0,38.0,0.0,0.0,2.0,4.0,0.0,0.0,34.0,27.0
17:42,36.0,33.0,37.0,11.0,20.0,25.0,19.0,26.0,21.0,23.0,19.0,8.0,36.0,32.0,36.0,10.0,1.0,1.0,1.0,1.0,34.0,34.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
